target_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	ensembl_transcript_id	transcript_version	ens_gene	ext_gene	description	gene_label	significant
ENSGALT00010003313.1	2.586904102977656	1.5522316696890617	4.531122372651125	6.436542355113264e-4	0.005008258017836112	-0.10293736707398171	ENSGALT00010003313	1	ENSGALG00010001439	NA	NA	ENSGALG00010001439	Upregulated in Infected
ENSGALT00010003465.1	3.1055926929160385	7.106654017900238	16.930148325603813	6.611084792745827e-10	3.4082448298974303e-7	13.29304194574	ENSGALT00010003465	1	ENSGALG00010001499	TIPARP	TCDD inducible poly(ADP-ribose) polymerase [Source:HGNC Symbol;Acc:HGNC:23696]	TIPARP	Upregulated in Infected
ENSGALT00010003486.1	2.599194586669302	2.4356010621538817	5.2266444846138205	1.9441096905096632e-4	0.0022458063376351333	0.8952438760941375	ENSGALT00010003486	1	ENSGALG00010001507	METTL4	methyltransferase 4, N6-adenosine [Source:HGNC Symbol;Acc:HGNC:24726]	METTL4	Upregulated in Infected
ENSGALT00010003669.1	3.9808620807026722	4.586045168057222	9.987004658259462	2.8883484494930944e-7	2.1852869770772325e-5	7.2352532217778975	ENSGALT00010003669	1	ENSGALG00010001606	PIGA	phosphatidylinositol glycan anchor biosynthesis class A [Source:NCBI gene (formerly Entrezgene);Acc:418624]	PIGA	Upregulated in Infected
ENSGALT00010003909.1	2.438563405891088	2.7337698394611776	2.827621127297752	0.0148987182080772	0.04942753445624894	-3.4897149625465302	ENSGALT00010003909	1	ENSGALG00010001702	PLEKHA1	pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335]	PLEKHA1	Upregulated in Infected
ENSGALT00010003926.1	3.626075418442635	3.209861032932034	9.637032594955803	4.279910144573001e-7	2.9103388983096407e-5	6.902877220172778	ENSGALT00010003926	1	ENSGALG00010001711	CREB5	cAMP responsive element binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16844]	CREB5	Upregulated in Infected
ENSGALT00010004228.1	3.8298466531338495	0.11295545141385648	6.752180137143446	1.7783345841343555e-5	4.34643010596366e-4	1.6004631733887686	ENSGALT00010004228	1	ENSGALG00010001862	XRRA1	X-ray radiation resistance associated 1 [Source:HGNC Symbol;Acc:HGNC:18868]	XRRA1	Upregulated in Infected
ENSGALT00010004323.1	8.336699458468582	-0.10754575390767634	3.938045157015799	0.00187374183807759	0.010884986652647801	-1.648242137385029	ENSGALT00010004323	1	ENSGALG00010001888	SNX10	sorting nexin 10 [Source:NCBI gene (formerly Entrezgene);Acc:420628]	SNX10	Upregulated in Infected
ENSGALT00010004370.1	2.889068617065663	4.941911842554943	10.884054265504655	1.1062522431250558e-7	1.12017679532101e-5	8.155191172329843	ENSGALT00010004370	1	ENSGALG00010001911	USP35	ubiquitin specific peptidase 35 [Source:HGNC Symbol;Acc:HGNC:20061]	USP35	Upregulated in Infected
ENSGALT00010004549.1	2.4566159338725364	1.1887089709403837	7.555878429829512	5.717900059384261e-6	1.9530725503302048e-4	4.051670682016024	ENSGALT00010004549	1	ENSGALG00010002005	COLQ	collagen like tail subunit of asymmetric acetylcholinesterase [Source:HGNC Symbol;Acc:HGNC:2226]	COLQ	Upregulated in Infected
ENSGALT00010005448.1	9.658173631642338	3.2705824925685625	5.104488067635265	2.3877061175446107e-4	0.0025644704076419056	0.19460315691690333	ENSGALT00010005448	1	ENSGALG00010002380	CMPK2	cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]	CMPK2	Upregulated in Infected
ENSGALT00010005462.1	3.569596316734487	1.6164754333810394	3.3295779045105407	0.005801542623650665	0.024529589054913807	-2.086442225351112	ENSGALT00010005462	1	ENSGALG00010002383	INPP5F	inositol polyphosphate-5-phosphatase F [Source:HGNC Symbol;Acc:HGNC:17054]	INPP5F	Upregulated in Infected
ENSGALT00010005704.1	2.406850622639176	-0.10110333707464891	3.1386426842492465	0.008304089002069151	0.03194257244453738	-2.373944249114658	ENSGALT00010005704	1	ENSGALG00010002471	OGFRL1	opioid growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21378]	OGFRL1	Upregulated in Infected
ENSGALT00010006189.1	2.366651963437061	4.52509104345102	17.01829109147127	6.216312870446284e-10	3.2810291360012677e-7	13.33576910071555	ENSGALT00010006189	1	ENSGALG00010002671	NA	NA	ENSGALG00010002671	Upregulated in Infected
ENSGALT00010007166.1	2.1285200214828652	-0.25096653950706815	3.1857594559591984	0.0076002058674649025	0.029944038672947582	-2.328390292038988	ENSGALT00010007166	1	ENSGALG00010003083	NA	NA	ENSGALG00010003083	Upregulated in Infected
ENSGALT00010007289.1	2.0756316426210915	2.47403038247258	7.805859752528234	4.0836486212210335e-6	1.521450800592065e-4	4.697875775047684	ENSGALT00010007289	1	ENSGALG00010003110	BF1	major histocompatibility complex B, class I heavy chain BF1 [Source:NCBI gene (formerly Entrezgene);Acc:693260]	BF1	Upregulated in Infected
ENSGALT00010007257.1	2.0226572743003794	-0.6289703497238538	2.9335719252989234	0.012210908093252851	0.042408179635160456	-2.7326933637065993	ENSGALT00010007257	1	ENSGALG00010003115	UBE3D	ubiquitin protein ligase E3D [Source:HGNC Symbol;Acc:HGNC:21381]	UBE3D	Upregulated in Infected
ENSGALT00010007304.1	2.8120068798005726	3.7825772663480555	11.682156692386094	4.968064016774158e-8	6.222149329031047e-6	9.024403743878127	ENSGALT00010007304	1	ENSGALG00010003131	TAP1	transporter 1, ATP binding cassette subfamily B member, MHCB region [Source:NCBI gene (formerly Entrezgene);Acc:427727]	TAP1	Upregulated in Infected
ENSGALT00010007353.1	2.9712375297083815	3.495766667679512	9.289527454654909	6.395763224434561e-7	3.9493392523472245e-5	6.489862899681523	ENSGALT00010007353	1	ENSGALG00010003159	TAP2	transporter 2, ATP binding cassette subfamily B member, MHCB region [Source:NCBI gene (formerly Entrezgene);Acc:427728]	TAP2	Upregulated in Infected
ENSGALT00010007577.1	-2.3174521514473896	2.9746448076186014	-3.3238968501152155	0.0058636910983063326	0.02472198604753776	-2.505775405843991	ENSGALT00010007577	1	ENSGALG00010003222	ITGA8	integrin subunit alpha 8 [Source:NCBI gene (formerly Entrezgene);Acc:396225]	ITGA8	Downregulated in Infected
ENSGALT00010007808.1	9.659403816912464	2.103367288721998	3.488051987568269	0.004312213153923519	0.019701801565576375	-2.1418242268124885	ENSGALT00010007808	1	ENSGALG00010003331	EPSTI1	epithelial stromal interaction 1 [Source:HGNC Symbol;Acc:HGNC:16465]	EPSTI1	Upregulated in Infected
ENSGALT00010008631.1	3.161661114742366	-0.09409147946012124	5.340134888272463	1.6091615566917087e-4	0.0019806714818846084	0.31877916451038324	ENSGALT00010008631	1	ENSGALG00010003738	NA	NA	ENSGALG00010003738	Upregulated in Infected
ENSGALT00010008783.1	3.9081178506912053	0.8849734423369015	3.379664743347177	0.005281630824671773	0.02294399218524865	-1.9637955828249676	ENSGALT00010008783	1	ENSGALG00010003791	ITGB8	integrin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:6163]	ITGB8	Upregulated in Infected
ENSGALT00010008823.1	-4.814185656216047	-0.6094924064056885	-3.316921625310931	0.0059409180751205035	0.02499492728967002	-2.363781915105919	ENSGALT00010008823	1	ENSGALG00010003814	TPP1	tripeptidyl peptidase 1 [Source:HGNC Symbol;Acc:HGNC:2073]	TPP1	Downregulated in Infected
ENSGALT00010009032.1	2.4769640409611577	1.4353710993095696	3.1335005164932683	0.008384764774642797	0.03218525482668797	-2.5136895515656157	ENSGALT00010009032	1	ENSGALG00010003900	RB1	RB transcriptional corepressor 1 [Source:NCBI gene (formerly Entrezgene);Acc:386582]	RB1	Upregulated in Infected
ENSGALT00010009351.1	6.170201224958258	0.2970151311076793	3.6095631179312866	0.003438021946616737	0.016673391055042622	-2.0092447545467893	ENSGALT00010009351	1	ENSGALG00010004043	CAB39L	calcium binding protein 39 like [Source:NCBI gene (formerly Entrezgene);Acc:418865]	CAB39L	Upregulated in Infected
ENSGALT00010009492.1	3.8636425018585903	4.779392608570662	14.71160599183077	3.4607985787402347e-9	9.83576703762994e-7	11.655761859953763	ENSGALT00010009492	1	ENSGALG00010004083	PHF11	PHD finger protein 11 [Source:NCBI gene (formerly Entrezgene);Acc:418867]	PHF11	Upregulated in Infected
ENSGALT00010010059.1	3.505915727732473	1.1828492478163	3.488057306743011	0.004312170304272196	0.019701801565576375	-1.7890171190338693	ENSGALT00010010059	1	ENSGALG00010004312	PDLIM5	PDZ and LIM domain 5 [Source:NCBI gene (formerly Entrezgene);Acc:422699]	PDLIM5	Upregulated in Infected
ENSGALT00010010337.1	2.286265815039511	3.4618099145336876	8.937869316388042	9.718967358591312e-7	5.386251710131305e-5	6.052860094217499	ENSGALT00010010337	1	ENSGALG00010004425	CREM	cAMP responsive element modulator [Source:NCBI gene (formerly Entrezgene);Acc:378903]	CREM	Upregulated in Infected
ENSGALT00010010509.1	4.6042899686089935	-1.1134106552226815	5.652604504014288	9.650362228580318e-5	0.001384655209599796	-0.133978122257167	ENSGALT00010010509	1	ENSGALG00010004507	CUL2	cullin 2 [Source:NCBI gene (formerly Entrezgene);Acc:420467]	CUL2	Upregulated in Infected
ENSGALT00010010646.1	2.053269407124444	3.060419727218676	4.334579179738203	9.130748163823752e-4	0.006440831867120985	-0.868554101660183	ENSGALT00010010646	1	ENSGALG00010004577	ZPLD1	zona pellucida like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27022]	ZPLD1	Upregulated in Infected
ENSGALT00010010829.1	3.0793905784332902	5.944467886339067	13.110764798159359	1.3225450568956506e-8	2.3572308262860175e-6	10.27571623127304	ENSGALT00010010829	1	ENSGALG00010004663	NA	NA	ENSGALG00010004663	Upregulated in Infected
ENSGALT00010011244.1	3.9689108769054067	0.36982629916862403	4.169143154865334	0.0012298736581306021	0.007969552544121366	-1.0119367696222046	ENSGALT00010011244	1	ENSGALG00010004832	C6orf58	chromosome 6 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:20960]	C6orf58	Upregulated in Infected
ENSGALT00010011259.1	6.147597194215748	-0.5633187016404863	2.9493505564232247	0.011854127227703898	0.04153347437707287	-2.8017869969055873	ENSGALT00010011259	1	ENSGALG00010004844	NA	NA	ENSGALG00010004844	Upregulated in Infected
ENSGALT00010011643.1	-5.039054512558675	-1.693013054944367	-7.48477839896937	6.30104726503339e-6	2.0941771479949056e-4	1.0631128541525312	ENSGALT00010011643	1	ENSGALG00010004962	NA	NA	ENSGALG00010004962	Downregulated in Infected
ENSGALT00010011795.1	-2.8382245044105248	0.35863799826117665	-3.0716616988672345	0.009418738869322062	0.034991554090017	-2.4868738717548724	ENSGALT00010011795	1	ENSGALG00010005014	SULT1B1	sulfotransferase family cytosolic 1B member 1 [Source:NCBI gene (formerly Entrezgene);Acc:395227]	SULT1B1	Downregulated in Infected
ENSGALT00010011938.1	7.551846454201935	-1.2499309955982352	3.3239257417401435	0.005863373339621006	0.02472198604753776	-2.356071297172577	ENSGALT00010011938	1	ENSGALG00010005057	FLVCR2	FLVCR choline and putative heme transporter 2 [Source:HGNC Symbol;Acc:HGNC:20105]	FLVCR2	Upregulated in Infected
ENSGALT00010012050.1	4.576607097543591	5.1541746896465614	14.119405210328205	5.593412633177415e-9	1.3342540598773332e-6	11.184394841685357	ENSGALT00010012050	1	ENSGALG00010005122	IL8L1	interleukin 8-like 1 [Source:NCBI gene (formerly Entrezgene);Acc:395872]	IL8L1	Upregulated in Infected
ENSGALT00010012069.1	3.3349254596388445	6.448905242528272	9.87626017741526	3.26718246612834e-7	2.383616689347105e-5	6.9350394494273235	ENSGALT00010012069	1	ENSGALG00010005131	IL8L2	interleukin 8-like 2 [Source:NCBI gene (formerly Entrezgene);Acc:396495]	IL8L2	Upregulated in Infected
ENSGALT00010012484.1	-4.158191799185857	1.5426787698886062	-3.1301726494237414	0.008437394399119842	0.032292845138067794	-2.383459265797055	ENSGALT00010012484	1	ENSGALG00010005265	DYNC2H1	dynein cytoplasmic 2 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2962]	DYNC2H1	Downregulated in Infected
ENSGALT00010012540.1	2.7415881865596075	0.19489853812122954	6.663437048633612	2.0260197231008776e-5	4.726401391370307e-4	2.0626277015106576	ENSGALT00010012540	1	ENSGALG00010005290	NA	NA	ENSGALG00010005290	Upregulated in Infected
ENSGALT00010012559.1	5.807766070926395	4.4756965626303575	8.64768289994571	1.38575339135718e-6	6.988818804031801e-5	5.741802699812114	ENSGALT00010012559	1	ENSGALG00010005295	NA	NA	ENSGALG00010005295	Upregulated in Infected
ENSGALT00010012823.1	-3.768318849374946	-0.4453444127335149	-3.186863728427381	0.0075844483477159295	0.02989090411904838	-2.521293997067249	ENSGALT00010012823	1	ENSGALG00010005392	NA	NA	ENSGALG00010005392	Downregulated in Infected
ENSGALT00010013031.1	-2.4574819309220017	2.4668439425505544	-3.073012003812667	0.009394851692965738	0.03492036759384046	-2.7138664691268324	ENSGALT00010013031	1	ENSGALG00010005457	SEMA3D	semaphorin 3D [Source:NCBI gene (formerly Entrezgene);Acc:396332]	SEMA3D	Downregulated in Infected
ENSGALT00010013083.1	-2.1943013718060507	0.08445756008035749	-3.707141782252256	0.002868193231204139	0.014673922813139477	-1.6547709937184978	ENSGALT00010013083	1	ENSGALG00010005481	NA	NA	ENSGALG00010005481	Downregulated in Infected
ENSGALT00010013120.1	2.693290986000729	6.373777117015076	20.41766825226507	7.075671707899993e-11	8.255446864248791e-8	15.512189940583607	ENSGALT00010013120	1	ENSGALG00010005493	KLF6	Kruppel like factor 6 [Source:NCBI gene (formerly Entrezgene);Acc:420463]	KLF6	Upregulated in Infected
ENSGALT00010013725.1	2.6984732784658125	5.767977891296308	14.377046408581482	4.529210299223848e-9	1.195280165633265e-6	11.369130598400243	ENSGALT00010013725	1	ENSGALG00010005756	TET2	tet methylcytosine dioxygenase 2 [Source:NCBI gene (formerly Entrezgene);Acc:422540]	TET2	Upregulated in Infected
ENSGALT00010013955.1	-3.6714043857687364	0.21913397439386778	-3.1118765958081096	0.008732715460963613	0.03307480545679846	-2.5230643537726976	ENSGALT00010013955	1	ENSGALG00010005849	SNX25	sorting nexin 25 [Source:HGNC Symbol;Acc:HGNC:21883]	SNX25	Downregulated in Infected
ENSGALT00010014096.1	2.742157217519167	3.0031703915448285	10.782957020396259	1.2285553788227734e-7	1.1945006858659316e-5	8.119576258635512	ENSGALT00010014096	1	ENSGALG00010005892	NA	NA	ENSGALG00010005892	Upregulated in Infected
ENSGALT00010014352.1	3.0911906707524466	6.641855674500207	22.107153615340888	2.7206330784209853e-11	3.547705534260965e-8	16.44163429858883	ENSGALT00010014352	1	ENSGALG00010006005	NA	NA	ENSGALG00010006005	Upregulated in Infected
ENSGALT00010014410.1	3.943318712506684	3.9680983863709605	12.374797635259819	2.5726045674520665e-8	3.93306883112258e-6	9.667686318477312	ENSGALT00010014410	1	ENSGALG00010006025	TNFAIP3	TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]	TNFAIP3	Upregulated in Infected
ENSGALT00010014491.1	-2.071248593510693	1.2923394649236248	-2.848051534306206	0.01433840149468411	0.047934502237092044	-2.8565534122180685	ENSGALT00010014491	1	ENSGALG00010006059	BIVM	basic, immunoglobulin-like variable motif containing [Source:NCBI gene (formerly Entrezgene);Acc:374099]	BIVM	Downregulated in Infected
ENSGALT00010014620.1	-3.381814540236272	-0.3125346626358729	-2.9717026723635698	0.011366390236265891	0.040223596393012734	-2.768878574563077	ENSGALT00010014620	1	ENSGALG00010006118	NPNT	nephronectin [Source:HGNC Symbol;Acc:HGNC:27405]	NPNT	Downregulated in Infected
ENSGALT00010014640.1	2.9838699691215793	6.106082403126834	8.454578665261653	1.763368103788893e-6	8.2469080432051e-5	5.18960507720859	ENSGALT00010014640	1	ENSGALG00010006134	K123	endonuclease domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:395873]	K123	Upregulated in Infected
ENSGALT00010014676.1	3.133210071162316	4.384311537339683	6.880788070724458	1.4748392410945528e-5	3.819420128105613e-4	3.178241792497353	ENSGALT00010014676	1	ENSGALG00010006156	NFKBIZ	NFKB inhibitor zeta [Source:NCBI gene (formerly Entrezgene);Acc:418404]	NFKBIZ	Upregulated in Infected
ENSGALT00010014700.1	2.7972276763122914	4.114872520788137	10.576749849876318	1.5253926565158734e-7	1.3915598522487195e-5	7.885479209136799	ENSGALT00010014700	1	ENSGALG00010006172	NA	tetratricopeptide repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:25759]	ENSGALG00010006172	Upregulated in Infected
ENSGALT00010014711.1	5.305101174697923	-0.9464119327820392	4.979229313102235	2.9541634299093286e-4	0.0029592361009593312	-0.6523037561519569	ENSGALT00010014711	1	ENSGALG00010006175	IL2RA	interleukin 2 receptor subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:395294]	IL2RA	Upregulated in Infected
ENSGALT00010014790.1	2.288118976882032	3.334366597652988	8.327387618439818	2.071255428676831e-6	9.29553344986284e-5	5.300020373197654	ENSGALT00010014790	1	ENSGALG00010006212	FOS	Fos proto-onco, AP-1 transcription factor subunit [Source:NCBI gene (formerly Entrezgene);Acc:396512]	FOS	Upregulated in Infected
ENSGALT00010014847.1	3.6142049035593993	-0.6953437769784712	3.8437556592500104	0.0022282755033267575	0.012254133306312965	-1.7740744946947138	ENSGALT00010014847	1	ENSGALG00010006240	NA	NA	ENSGALG00010006240	Upregulated in Infected
ENSGALT00010014876.1	3.335146751522035	2.400671823726135	6.879088971085848	1.4784690233011293e-5	3.819895257405528e-4	3.4626303185030816	ENSGALT00010014876	1	ENSGALG00010006245	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]	PFKFB3	Upregulated in Infected
ENSGALT00010015734.1	4.164277325031829	2.8798164302794462	3.3774501718129653	0.005303590287205312	0.022998824234500656	-2.2635097379032274	ENSGALT00010015734	1	ENSGALG00010006592	STARD13	StAR related lipid transfer domain containing 13 [Source:HGNC Symbol;Acc:HGNC:19164]	STARD13	Upregulated in Infected
ENSGALT00010015993.1	2.1008369503411966	5.143492886683222	9.99415852247213	2.865552173669743e-7	2.1754644036270842e-5	7.138344578910606	ENSGALT00010015993	1	ENSGALG00010006681	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25248]	CRISPLD2	Upregulated in Infected
ENSGALT00010016060.1	2.6654733702308535	6.673979075025761	24.197149035248483	9.145017486361283e-12	1.6893895636471408e-8	17.48872997804589	ENSGALT00010016060	1	ENSGALG00010006715	IRF8	interferon regulatory factor 8 [Source:NCBI gene (formerly Entrezgene);Acc:396385]	IRF8	Upregulated in Infected
ENSGALT00010016529.1	4.44959174955578	2.6527509825874622	4.657013724404884	5.158012085627232e-4	0.0043426818045645445	0.07003088117716683	ENSGALT00010016529	1	ENSGALG00010006963	NA	NA	ENSGALG00010006963	Upregulated in Infected
ENSGALT00010016961.1	-2.9515696148773385	-0.5394942711010461	-3.908905284022178	0.0019766520164802995	0.011305302274514368	-1.6980488787397654	ENSGALT00010016961	1	ENSGALG00010007128	NA	NA	ENSGALG00010007128	Downregulated in Infected
ENSGALT00010017065.1	4.48958510300872	-0.3579938916897173	4.242346323903119	0.0010775970033365333	0.007287422321526623	-1.3177713766906414	ENSGALT00010017065	1	ENSGALG00010007162	NA	NA	ENSGALG00010007162	Upregulated in Infected
ENSGALT00010017116.1	2.47964168572118	5.189609354747114	7.751273193683015	4.392323751999201e-6	1.6041026842556557e-4	4.307022778959805	ENSGALT00010017116	1	ENSGALG00010007175	FOXC2	forkhead box C2 [Source:HGNC Symbol;Acc:HGNC:3801]	FOXC2	Upregulated in Infected
ENSGALT00010017596.1	4.200881400177645	5.667131151612428	18.395905538843895	2.4631748224751815e-10	1.743203674717735e-7	14.25540085919292	ENSGALT00010017596	1	ENSGALG00010007382	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:395147]	EIF2AK2	Upregulated in Infected
ENSGALT00010017614.1	2.479372710816874	6.450760567361864	15.105166806180335	2.5394962585584116e-9	7.928951135172234e-7	11.936080817686179	ENSGALT00010017614	1	ENSGALG00010007391	NANP	N-acetylneuraminic acid phosphatase [Source:NCBI gene (formerly Entrezgene);Acc:421467]	NANP	Upregulated in Infected
ENSGALT00010017737.1	-2.1223432841829672	1.3286785667271515	-2.850258728954748	0.014279129919248245	0.04779401359654161	-2.8737356714719806	ENSGALT00010017737	1	ENSGALG00010007436	PNAT3	N-acetyltransferase, pineal gland isozyme NAT-3 [Source:NCBI gene (formerly Entrezgene);Acc:415809]	PNAT3	Downregulated in Infected
ENSGALT00010018171.1	2.8061480398302354	0.40988609003851073	3.927818729421568	0.0019092150030354095	0.011004544510475549	-1.1392968431087134	ENSGALT00010018171	1	ENSGALG00010007632	NA	NA	ENSGALG00010007632	Upregulated in Infected
ENSGALT00010018248.1	4.15697584416612	8.076640284738922	19.198648247148054	1.4791097413107356e-10	1.3115561898150555e-7	14.792131100497492	ENSGALT00010018248	1	ENSGALG00010007658	BIRC2	baculoviral IAP repeat containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:374012]	BIRC2	Upregulated in Infected
ENSGALT00010018504.1	2.6135429402107837	4.296437037368864	16.724956074325824	7.638764511246127e-10	3.763025148562314e-7	13.11596341912886	ENSGALT00010018504	1	ENSGALG00010007781	MBP	myelin basic protein [Source:NCBI gene (formerly Entrezgene);Acc:396217]	MBP	Upregulated in Infected
ENSGALT00010018727.1	2.4893535579425365	8.405064866607841	13.123871995513138	1.3073553099241553e-8	2.3572308262860175e-6	10.21840741543896	ENSGALT00010018727	1	ENSGALG00010007868	INHBA	inhibin beta A subunit [Source:NCBI gene (formerly Entrezgene);Acc:396361]	INHBA	Upregulated in Infected
ENSGALT00010018751.1	6.125225593558879	1.5329791214898179	2.841885998186698	0.014505262516801471	0.04836105571852233	-2.8066507309832534	ENSGALT00010018751	1	ENSGALG00010007880	BCO1	beta-carotene oxygenase 1 [Source:NCBI gene (formerly Entrezgene);Acc:395346]	BCO1	Upregulated in Infected
ENSGALT00010018769.1	2.2396395109140252	0.0020500195931610807	5.571470026339115	1.1006006105586438e-4	0.0015267906342217783	0.8964405534554389	ENSGALT00010018769	1	ENSGALG00010007888	MIOX	myo-inositol oxygenase [Source:HGNC Symbol;Acc:HGNC:14522]	MIOX	Upregulated in Infected
ENSGALT00010018772.1	-4.7448977190968655	-0.8813607745750113	-3.5763715270792624	0.0036571676442155735	0.0174855442086859	-2.066714651574576	ENSGALT00010018772	1	ENSGALG00010007889	DCAF6	DDB1 and CUL4 associated factor 6 [Source:HGNC Symbol;Acc:HGNC:30002]	DCAF6	Downregulated in Infected
ENSGALT00010018849.1	-3.5188178044191516	-0.6366879941135698	-2.888359943500016	0.013293386983839283	0.04526694357261893	-2.881726064161395	ENSGALT00010018849	1	ENSGALG00010007914	PAQR8	progestin and adipoQ receptor family member 8 [Source:NCBI gene (formerly Entrezgene);Acc:422042]	PAQR8	Downregulated in Infected
ENSGALT00010019032.1	2.064122151228221	6.92027619788079	14.623372835990034	3.713286758402205e-9	1.0162486525958034e-6	11.536016091807127	ENSGALT00010019032	1	ENSGALG00010007986	MYC	v-myc avian myelocytomatosis viral onco homolog [Source:NCBI gene (formerly Entrezgene);Acc:420332]	MYC	Upregulated in Infected
ENSGALT00010019140.1	2.3371122020800454	6.079794088113488	11.881071592670187	4.098806245214295e-8	5.440858493647335e-6	9.092325846588166	ENSGALT00010019140	1	ENSGALG00010008027	C6orf62	chromosome 6 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:20998]	C6orf62	Upregulated in Infected
ENSGALT00010019145.1	6.980484291949532	4.695812234977648	22.31307504188749	2.433084440831442e-11	3.371038492771963e-8	15.18483595270936	ENSGALT00010019145	1	ENSGALG00010008029	LY6E	lymphocyte antigen 6 complex, locus E [Source:NCBI gene (formerly Entrezgene);Acc:395550]	LY6E	Upregulated in Infected
