target_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	ensembl_transcript_id	transcript_version	ens_gene	ext_gene	description	gene_label	significant
ENSGALT00010000195.1	-0.5069124042558282	5.822710026488161	-5.615088348718055	1.0096776378766328e-4	0.0015172106411091562	1.0628619445869028	ENSGALT00010000195	1	ENSGALG00010000108	NA	NA	ENSGALG00010000108	Not Significant
ENSGALT00010000201.1	0.5969774685425114	-0.06586018744437482	0.8190027917572511	0.42827110348711384	0.5724918430778045	-5.285490786125693	ENSGALT00010000201	1	ENSGALG00010000112	NA	NA	ENSGALG00010000112	Not Significant
ENSGALT00010000204.1	3.6146855077096567	0.09600705679849458	3.175929939009904	0.007706049587638969	0.030493832237284708	-2.528902592066628	ENSGALT00010000204	1	ENSGALG00010000114	NA	NA	ENSGALG00010000114	Upregulated in Infected
ENSGALT00010000203.1	-0.5608258197078894	0.08317620250512588	-1.44854037571508	0.17231932704136796	0.2977569201623637	-4.777569841142885	ENSGALT00010000203	1	ENSGALG00010000115	NA	NA	ENSGALG00010000115	Not Significant
ENSGALT00010000205.1	0.35168431190534805	1.9903375023980923	1.751047779638881	0.10465678649161461	0.2063448803948373	-5.026552009877539	ENSGALT00010000205	1	ENSGALG00010000116	NA	NA	ENSGALG00010000116	Not Significant
ENSGALT00010000206.1	-0.4747856282417228	3.631901272754031	-2.640539955327275	0.02108129047164036	0.06355827689423044	-4.006542689266903	ENSGALT00010000206	1	ENSGALG00010000117	NA	NA	ENSGALG00010000117	Not Significant
ENSGALT00010000210.1	0.9564649781482112	1.707675791911235	2.6109806585132893	0.022277156667330995	0.0661269213724539	-3.454869022580227	ENSGALT00010000210	1	ENSGALG00010000119	NA	NA	ENSGALG00010000119	Not Significant
ENSGALT00010000214.1	-0.1595594534768858	4.391284729102668	-1.4559191512052816	0.17030502803256287	0.2951820696926702	-6.0601671795680385	ENSGALT00010000214	1	ENSGALG00010000121	NA	NA	ENSGALG00010000121	Not Significant
ENSGALT00010000213.1	1.3701268938664444	3.470128075760252	8.223831656132491	2.2995304299659063e-6	1.0581419013531832e-4	5.243478986021692	ENSGALT00010000213	1	ENSGALG00010000122	NA	NA	ENSGALG00010000122	Not Significant
ENSGALT00010000217.1	-0.05893180037589232	3.972673490530215	-0.42158178216300346	0.6805588172987965	0.7816908093799113	-6.931562109152907	ENSGALT00010000217	1	ENSGALG00010000123	NA	NA	ENSGALG00010000123	Not Significant
ENSGALT00010000220.1	-0.1780073135284693	2.6464747234060315	-0.9913545701477624	0.3404955883363123	0.48838093725472764	-6.2228387955210716	ENSGALT00010000220	1	ENSGALG00010000124	NA	NA	ENSGALG00010000124	Not Significant
ENSGALT00010000224.1	-0.5295226888225614	1.6152906307119888	-1.7209632109514255	0.110133576549987	0.21423467000249136	-4.993534550355763	ENSGALT00010000224	1	ENSGALG00010000126	NA	NA	ENSGALG00010000126	Not Significant
ENSGALT00010000225.1	-0.4185896521500033	2.9574990337221507	-1.8025566703082148	0.09584223034921148	0.19350067709940674	-5.274457728491851	ENSGALT00010000225	1	ENSGALG00010000127	NA	NA	ENSGALG00010000127	Not Significant
ENSGALT00010000234.1	0.645131842971706	1.7228182624752346	1.6688103280497955	0.12023221475872542	0.2287429491210886	-5.0123100761075365	ENSGALT00010000234	1	ENSGALG00010000130	NA	NA	ENSGALG00010000130	Not Significant
ENSGALT00010000235.1	-0.18660490217306294	1.3921748478704752	-0.8337637019462532	0.42021204366332865	0.5651251069952266	-5.917127499835301	ENSGALT00010000235	1	ENSGALG00010000131	NA	NA	ENSGALG00010000131	Not Significant
ENSGALT00010000239.1	0.06910760804362423	5.600609273410235	0.6142569229601749	0.5501686450212615	0.6786226227923273	-7.10127486743047	ENSGALT00010000239	1	ENSGALG00010000133	USP39	ubiquitin specific peptidase 39 [Source:HGNC Symbol;Acc:HGNC:20071]	USP39	Not Significant
ENSGALT00010000243.1	-0.16503093188978127	5.777121311145026	-1.2173828977617758	0.24615729199726905	0.3855448162584867	-6.574397461009022	ENSGALT00010000243	1	ENSGALG00010000134	NA	NA	ENSGALG00010000134	Not Significant
ENSGALT00010000244.1	-0.537192725223901	1.8774585538959176	-1.8584686102668202	0.08703503653922333	0.1802743396291891	-4.885293710606312	ENSGALT00010000244	1	ENSGALG00010000135	NA	NA	ENSGALG00010000135	Not Significant
ENSGALT00010000269.1	-0.726665863996131	6.301197072432762	-5.950098050417823	5.905347632428222e-5	0.0010575129339433903	1.581678172508246	ENSGALT00010000269	1	ENSGALG00010000140	SEPHS3	selenophosphate synthetase 3 [Source:NCBI gene (formerly Entrezgene);Acc:113219448]	SEPHS3	Not Significant
ENSGALT00010000263.1	-0.83999756483526	5.952455598649924	-3.50597284762988	0.00414582958587637	0.01957894896840856	-2.7642433036852028	ENSGALT00010000263	1	ENSGALG00010000141	NA	NA	ENSGALG00010000141	Not Significant
ENSGALT00010000273.1	-0.8731950869678377	7.588655633056421	-3.061230216991088	0.009564649790481742	0.03572131641314925	-3.688122536013287	ENSGALT00010000273	1	ENSGALG00010000143	SCARF2	scavenger receptor class F member 2 [Source:HGNC Symbol;Acc:HGNC:19869]	SCARF2	Not Significant
ENSGALT00010000276.1	-0.6893395839964356	5.721573606314394	-1.7657912496016486	0.10206251695612388	0.2025833040488622	-5.829998450573809	ENSGALT00010000276	1	ENSGALG00010000145	NA	NA	ENSGALG00010000145	Not Significant
ENSGALT00010000277.1	-0.4834039295229007	2.079740837372124	-2.80659276656717	0.015445214294136434	0.05063204552805474	-3.349860546331245	ENSGALT00010000277	1	ENSGALG00010000146	ACADM	acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]	ACADM	Not Significant
ENSGALT00010000279.1	-0.5081201837013646	6.636213108033667	-2.9128341742741557	0.012648574706253718	0.0437886547061348	-3.9274773201043316	ENSGALT00010000279	1	ENSGALG00010000147	NA	NA	ENSGALG00010000147	Not Significant
ENSGALT00010000280.1	-0.47810644996295126	3.591655346619766	-3.5966596734628333	0.003499683230007917	0.017418877894812133	-2.2306010299939008	ENSGALT00010000280	1	ENSGALG00010000148	NA	NA	ENSGALG00010000148	Not Significant
ENSGALT00010000282.1	-0.4291921163929917	5.376050346720061	-2.9014892078099916	0.012921509250605354	0.04444082256729938	-3.829479619787485	ENSGALT00010000282	1	ENSGALG00010000149	NA	NA	ENSGALG00010000149	Not Significant
ENSGALT00010000284.1	-0.6673300360118062	4.892335914361229	-3.963567172509191	0.0017743178074522941	0.010627729774810768	-1.7698146994226693	ENSGALT00010000284	1	ENSGALG00010000150	B3GAT3	beta-1,3-glucuronyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:923]	B3GAT3	Not Significant
ENSGALT00010000289.1	-0.8214808395140675	7.05300027328535	-6.196487498839518	4.020382239014626e-5	8.197420751480511e-4	1.9464415625388831	ENSGALT00010000289	1	ENSGALG00010000153	NF2	neurofibromin 2 [Source:NCBI gene (formerly Entrezgene);Acc:395158]	NF2	Not Significant
ENSGALT00010000288.1	-0.9591026849428146	4.92327520168241	-5.151241284587104	2.1775886429127524e-4	0.0025234848888864487	0.37512468195144066	ENSGALT00010000288	1	ENSGALG00010000154	NA	NA	ENSGALG00010000154	Not Significant
ENSGALT00010000294.1	-0.9781553759533506	6.028225471786088	-3.7067569836202092	0.0028511233058697515	0.014937275807756247	-2.39238583670806	ENSGALT00010000294	1	ENSGALG00010000155	MAZ	MYC associated zinc finger protein [Source:HGNC Symbol;Acc:HGNC:6914]	MAZ	Not Significant
ENSGALT00010000299.1	-0.8833583166214817	6.351796365703433	-6.85054998206656	1.5082396445236606e-5	4.0399642210955407e-4	3.0009335119564167	ENSGALT00010000299	1	ENSGALG00010000157	NA	NA	ENSGALG00010000157	Not Significant
ENSGALT00010000312.1	0.6358583825030489	2.5635164804689516	2.574642178501593	0.023838197422635023	0.06941044508681073	-3.835683043552997	ENSGALT00010000312	1	ENSGALG00010000161	CDC42EP2	CDC42 effector protein 2 [Source:HGNC Symbol;Acc:HGNC:16263]	CDC42EP2	Not Significant
ENSGALT00010000320.1	-0.3883300284608167	3.806016856749998	-2.5107244219447784	0.026845929478970743	0.07562385593950051	-4.271785316816732	ENSGALT00010000320	1	ENSGALG00010000166	PFDN6	prefoldin subunit 6 [Source:HGNC Symbol;Acc:HGNC:4926]	PFDN6	Not Significant
ENSGALT00010000332.1	0.2687657037150727	3.7169754385329203	1.544870089520426	0.14754935946860553	0.26578475207654284	-5.797834377174432	ENSGALT00010000332	1	ENSGALG00010000170	NA	NA	ENSGALG00010000170	Not Significant
ENSGALT00010000337.1	0.6368700706378423	5.275853605668388	5.659577544519354	9.394101289898536e-5	0.0014452026421448896	1.2189548584183454	ENSGALT00010000337	1	ENSGALG00010000171	DPF2	double PHD fingers 2 [Source:NCBI gene (formerly Entrezgene);Acc:374236]	DPF2	Not Significant
ENSGALT00010000336.1	-0.9288224799490046	1.4166521586431768	-2.9059864183376756	0.012812624250379545	0.04418299248707819	-2.972854958988951	ENSGALT00010000336	1	ENSGALG00010000172	NA	NA	ENSGALG00010000172	Not Significant
ENSGALT00010000334.1	-0.5608642738868576	3.5805052829174637	-2.5227288223056417	0.02625428780860987	0.07437883458671686	-4.207895297735639	ENSGALT00010000334	1	ENSGALG00010000173	NIPSNAP1	nipsnap homolog 1 [Source:NCBI gene (formerly Entrezgene);Acc:417018]	NIPSNAP1	Not Significant
ENSGALT00010000338.1	1.6317095786126714	4.351047314088396	6.770603423742266	1.695048304388911e-5	4.3720046341773745e-4	3.1369597271773095	ENSGALT00010000338	1	ENSGALG00010000174	NA	NA	ENSGALG00010000174	Not Significant
ENSGALT00010000347.1	-1.111476406252834	1.6583736969566227	-4.506320533616193	6.657060467873804e-4	0.00536100763316824	-0.1964598175844925	ENSGALT00010000347	1	ENSGALG00010000176	NA	NA	ENSGALG00010000176	Not Significant
ENSGALT00010000346.1	-0.2577125366938101	5.8910485507673584	-1.8819251735327296	0.08356359783872785	0.174813923233822	-5.66591061325144	ENSGALT00010000346	1	ENSGALG00010000177	NA	NA	ENSGALG00010000177	Not Significant
ENSGALT00010000350.1	-0.2189704630253865	3.063462529915711	-0.8595750323382417	0.4063623097813678	0.5519284111030729	-6.450864474436906	ENSGALT00010000350	1	ENSGALG00010000179	NA	NA	ENSGALG00010000179	Not Significant
ENSGALT00010000351.1	0.715723556880627	0.9387356138488417	2.1798615518436857	0.049245188304826215	0.11853000786242532	-3.951693580347678	ENSGALT00010000351	1	ENSGALG00010000181	NA	NA	ENSGALG00010000181	Not Significant
ENSGALT00010000357.1	0.36425454485082953	0.25582236200357567	1.0862131484219768	0.2980842349840513	0.4434980389911795	-5.186467398901112	ENSGALT00010000357	1	ENSGALG00010000183	NA	NA	ENSGALG00010000183	Not Significant
ENSGALT00010000369.1	-0.7743904410788651	4.1555544338958965	-3.479117588122005	0.0043595531955609446	0.020337044568060122	-2.553841163680147	ENSGALT00010000369	1	ENSGALG00010000186	THOC5	THO complex 5 [Source:NCBI gene (formerly Entrezgene);Acc:417019]	THOC5	Not Significant
ENSGALT00010000377.1	0.03945405660883448	0.8394581659401249	0.14113967702071822	0.8900304717611593	0.9290758548016127	-5.987137868746818	ENSGALT00010000377	1	ENSGALG00010000189	NA	NA	ENSGALG00010000189	Not Significant
ENSGALT00010000372.1	-0.7064926683036022	0.014097165499408862	-1.7236074417984721	0.1096421909178399	0.21352466855403454	-4.417407297174275	ENSGALT00010000372	1	ENSGALG00010000191	NEFH	neurofilament heavy chain [Source:HGNC Symbol;Acc:HGNC:7737]	NEFH	Not Significant
ENSGALT00010000373.1	-0.9722012478960084	1.2313558110100637	-4.100672643886285	0.0013808824940614254	0.008903852924751356	-0.8238574933327625	ENSGALT00010000373	1	ENSGALG00010000193	NA	NA	ENSGALG00010000193	Not Significant
ENSGALT00010000379.1	0.29517584898690047	2.2825721187432184	0.8344932191702956	0.41981635969275743	0.5649048742996966	-6.227647639561228	ENSGALT00010000379	1	ENSGALG00010000194	NA	NA	ENSGALG00010000194	Not Significant
